Year,NOC,Sex,Total,Gold,Silver,Bronze,No medal
2016,USA,M,4,0,3,1,0
2016,VEN,F,0,0,0,0,0
2016,VEN,M,0,0,0,0,0
2016,ZIM,M,0,0,0,0,0
2020,AUS,F,0,0,0,0,0
2020,AUS,M,0,0,0,0,0
2020,BAN,F,0,0,0,0,0
2020,BAN,M,0,0,0,0,0
2020,BEL,M,0,0,0,0,0
2020,BHU,F,0,0,0,0,0
2020,BLR,F,0,0,0,0,0
2020,BRA,F,0,0,0,0,0
2020,BRA,M,0,0,0,0,0
2020,CAN,F,0,0,0,0,0
2020,CAN,M,0,0,0,0,0
2020,CHA,F,0,0,0,0,0
2020,CHI,M,0,0,0,0,0
2020,CHN,F,0,0,0,0,0
2020,CHN,M,0,0,0,0,0
2020,COL,F,0,0,0,0,0
2020,COL,M,0,0,0,0,0
2020,CZE,F,0,0,0,0,0
2020,DEN,F,0,0,0,0,0
2020,ECU,F,0,0,0,0,0
2020,EGY,F,0,0,0,0,0
2020,EGY,M,0,0,0,0,0
2020,ESP,F,0,0,0,0,0
2020,ESP,M,0,0,0,0,0
2020,EST,F,0,0,0,0,0
2020,FIN,M,0,0,0,0,0
2020,FRA,F,0,0,0,0,0
2020,FRA,M,0,0,0,0,0
2020,GBR,F,0,0,0,0,0
2020,GBR,M,0,0,0,0,0
2020,GER,F,3,0,0,3,0
2020,GER,M,0,0,0,0,0
2020,GRE,F,0,0,0,0,0
2020,HUN,M,0,0,0,0,0
2020,INA,F,0,0,0,0,0
2020,INA,M,0,0,0,0,0
2020,IND,F,0,0,0,0,0
2020,IND,M,0,0,0,0,0
2020,IRI,M,0,0,0,0,0
2020,ISR,M,0,0,0,0,0
2020,ISV,M,0,0,0,0,0
2020,ITA,F,1,0,0,1,0
2020,ITA,M,1,0,1,0,0
2020,JPN,F,0,0,0,0,0
2020,JPN,M,4,0,0,4,0
2020,KAZ,M,0,0,0,0,0
2020,KOR,F,5,5,0,0,0
2020,KOR,M,4,4,0,0,0
2020,LUX,M,0,0,0,0,0
2020,MAS,F,0,0,0,0,0
2020,MAS,M,0,0,0,0,0
2020,MAW,M,0,0,0,0,0
2020,MDA,F,0,0,0,0,0
2020,MDA,M,0,0,0,0,0
2020,MEX,F,1,0,0,1,0
2020,MEX,M,1,0,0,1,0
2020,MGL,F,0,0,0,0,0
2020,MGL,M,0,0,0,0,0
2020,NED,F,1,0,1,0,0
2020,NED,M,1,0,1,0,0
2020,POL,F,0,0,0,0,0
2020,POL,M,0,0,0,0,0
2020,ROC,F,4,0,4,0,0
2020,ROC,M,0,0,0,0,0
2020,ROU,F,0,0,0,0,0
2020,SLO,M,0,0,0,0,0
2020,SVK,F,0,0,0,0,0
2020,SWE,F,0,0,0,0,0
2020,TPE,F,0,0,0,0,0
2020,TPE,M,3,0,3,0,0
2020,TUN,F,0,0,0,0,0
2020,TUN,M,0,0,0,0,0
2020,TUR,F,0,0,0,0,0
2020,TUR,M,1,1,0,0,0
2020,UKR,F,0,0,0,0,0
2020,UKR,M,0,0,0,0,0
2020,USA,F,0,0,0,0,0
2020,USA,M,0,0,0,0,0
2020,VIE,F,0,0,0,0,0
2020,VIE,M,0,0,0,0,0
2024,ARG,M,0,0,0,0,0
2024,AUS,F,0,0,0,0,0
2024,AUS,M,0,0,0,0,0
2024,AUT,F,0,0,0,0,0
2024,AZE,F,0,0,0,0,0
2024,BAN,M,0,0,0,0,0
2024,BHU,M,0,0,0,0,0
2024,BRA,F,0,0,0,0,0
2024,BRA,M,0,0,0,0,0
2024,CAN,F,0,0,0,0,0
2024,CAN,M,0,0,0,0,0
2024,CHA,M,0,0,0,0,0
2024,CHI,M,0,0,0,0,0
2024,CHN,F,3,0,3,0,0
2024,CHN,M,0,0,0,0,0
2024,COL,F,0,0,0,0,0
2024,COL,M,0,0,0,0,0
2024,CUB,M,0,0,0,0,0
2024,CZE,F,0,0,0,0,0
2024,CZE,M,0,0,0,0,0
2024,DEN,F,0,0,0,0,0
2024,EGY,F,0,0,0,0,0
2024,EGY,M,0,0,0,0,0
2024,ESA,M,0,0,0,0,0
2024,ESP,F,0,0,0,0,0
2024,ESP,M,0,0,0,0,0
2024,EST,F,0,0,0,0,0
2024,FIN,M,0,0,0,0,0
2024,FRA,F,1,0,0,1,0
2024,FRA,M,3,0,3,0,0
2024,GBR,F,0,0,0,0,0
2024,GBR,M,0,0,0,0,0
2024,GER,F,1,0,1,0,0
2024,GER,M,1,0,1,0,0
2024,GUI,F,0,0,0,0,0
2024,INA,F,0,0,0,0,0
2024,INA,M,0,0,0,0,0
2024,IND,F,0,0,0,0,0
2024,IND,M,0,0,0,0,0
2024,IRI,F,0,0,0,0,0
2024,ISR,F,0,0,0,0,0
2024,ISR,M,0,0,0,0,0
2024,ISV,M,0,0,0,0,0
2024,ITA,F,0,0,0,0,0
2024,ITA,M,0,0,0,0,0
2024,JPN,F,0,0,0,0,0
2024,JPN,M,0,0,0,0,0
2024,KAZ,M,0,0,0,0,0
2024,KOR,F,6,5,1,0,0
2024,KOR,M,6,5,0,1,0
2024,LUX,M,0,0,0,0,0
2024,MAS,F,0,0,0,0,0
2024,MDA,F,0,0,0,0,0
2024,MDA,M,0,0,0,0,0
2024,MEX,F,3,0,0,3,0
2024,MEX,M,0,0,0,0,0
2024,MGL,M,0,0,0,0,0
2024,NED,F,0,0,0,0,0
2024,NED,M,0,0,0,0,0
2024,POL,F,0,0,0,0,0
2024,PUR,F,0,0,0,0,0
2024,ROU,F,0,0,0,0,0
2024,RSA,M,0,0,0,0,0
2024,SLO,F,0,0,0,0,0
2024,SLO,M,0,0,0,0,0
2024,SMR,F,0,0,0,0,0
2024,SVK,F,0,0,0,0,0
2024,TPE,F,0,0,0,0,0
2024,TPE,M,0,0,0,0,0
2024,TUN,F,0,0,0,0,0
2024,TUR,F,0,0,0,0,0
2024,TUR,M,3,0,0,3,0
2024,UKR,F,0,0,0,0,0
2024,UKR,M,0,0,0,0,0
2024,USA,F,1,0,0,1,0
2024,USA,M,2,0,1,1,0
2024,UZB,F,0,0,0,0,0
2024,UZB,M,0,0,0,0,0
2024,VIE,F,0,0,0,0,0
2024,VIE,M,0,0,0,0,0
1896,AUS,M,2,2,0,0,0
1896,DEN,M,0,0,0,0,0
1896,FRA,M,2,0,1,1,0
1896,GBR,M,2,0,1,1,0
1896,GER,M,1,0,1,0,0
1896,GRE,M,10,1,3,6,0
1896,HUN,M,3,0,1,2,0
1896,SWE,M,0,0,0,0,0
1896,USA,M,17,9,6,2,0
1900,AUS,M,4,1,0,3,0
1900,AUT,M,0,0,0,0,0
1900,BOH,M,1,0,1,0,0
1900,BRA,M,0,0,0,0,0
1900,CAN,M,2,1,0,1,0
1900,DEN,M,1,0,0,1,0
1900,FRA,M,10,0,8,2,0
1900,GBR,M,12,7,3,2,0
1900,GER,M,0,0,0,0,0
1900,GRE,M,0,0,0,0,0
1900,HUN,M,2,1,0,1,0
1900,IND,M,2,0,2,0,0
1900,ITA,M,0,0,0,0,0
1900,LUX,M,1,1,0,0,0
1900,NOR,M,1,0,0,1,0
1900,SWE,M,1,0,0,1,0
1900,USA,M,39,16,13,10,0
1904,AUS,M,0,0,0,0,0
1904,CAN,M,1,1,0,0,0
1904,CUB,M,0,0,0,0,0
1904,FRA,M,2,0,2,0,0
1904,GBR,M,2,1,1,0,0
1904,GER,M,1,0,0,1,0
1904,GRE,M,1,0,0,1,0
1904,HUN,M,0,0,0,0,0
1904,NFL,M,0,0,0,0,0
1904,RSA,M,0,0,0,0,0
1904,USA,M,72,26,25,21,0
1906,AUS,M,2,0,0,2,0
1906,AUT,M,0,0,0,0,0
1906,BEL,M,1,0,1,0,0
1906,BOH,M,0,0,0,0,0
1906,CAN,M,2,1,1,0,0
1906,CRT,M,0,0,0,0,0
1906,DEN,M,0,0,0,0,0
1906,EGY,M,0,0,0,0,0
1906,FIN,M,2,1,0,1,0
1906,FRA,M,1,1,0,0,0
1906,GBR,M,9,3,5,1,0
1906,GER,M,2,0,1,1,0
1906,GRE,M,7,1,2,4,0
1906,HUN,M,5,1,3,1,0
1906,ITA,M,0,0,0,0,0
1906,NOR,M,0,0,0,0,0
1906,SUI,M,0,0,0,0,0
1906,SWE,M,11,2,4,5,0
1906,TUR,M,0,0,0,0,0
1906,USA,M,23,11,6,6,0
1908,ANZ,M,1,0,0,1,0
1908,AUT,M,0,0,0,0,0
1908,BEL,M,0,0,0,0,0
1908,BOH,M,0,0,0,0,0
1908,CAN,M,6,1,1,4,0
1908,DEN,M,0,0,0,0,0
1908,FIN,M,1,0,0,1,0
1908,FRA,M,6,0,1,5,0
1908,GBR,M,21,11,7,3,0
1908,GER,M,5,0,4,1,0
1908,GRE,M,3,0,3,0,0
1908,HUN,M,6,0,1,5,0
1908,ITA,M,1,0,1,0,0
1908,NED,M,0,0,0,0,0
1908,NOR,M,3,0,1,2,0
1908,RSA,M,2,1,1,0,0
1908,RUS,M,0,0,0,0,0
1908,SUI,M,0,0,0,0,0
1908,SWE,M,5,2,0,3,0
1908,USA,M,41,19,14,8,0
1912,ANZ,M,0,0,0,0,0
1912,AUT,M,0,0,0,0,0
1912,BEL,M,0,0,0,0,0
1912,BOH,M,0,0,0,0,0
1912,CAN,M,5,1,2,2,0
1912,CHI,M,0,0,0,0,0
1912,DEN,M,0,0,0,0,0
1912,FIN,M,20,6,11,3,0
1912,FRA,M,5,0,5,0,0
1912,GBR,M,22,5,1,16,0
1912,GER,M,2,0,2,0,0
1912,GRE,M,2,1,0,1,0
1912,HUN,M,1,0,0,1,0
1912,ISL,M,0,0,0,0,0
1912,ITA,M,1,0,0,1,0
1912,JPN,M,0,0,0,0,0
1912,LUX,M,0,0,0,0,0
1912,NED,M,0,0,0,0,0
1912,NOR,M,1,1,0,0,0
1912,POR,M,0,0,0,0,0
1912,RSA,M,2,1,1,0,0
1912,RUS,M,0,0,0,0,0
1912,SRB,M,0,0,0,0,0
1912,SUI,M,0,0,0,0,0
1912,SWE,M,33,15,12,6,0
1912,TUR,M,0,0,0,0,0
1912,USA,M,49,23,14,12,0
1920,AUS,M,1,0,1,0,0
1920,BEL,M,0,0,0,0,0
1920,CAN,M,1,1,0,0,0
1920,CHI,M,0,0,0,0,0
1920,DEN,M,1,0,1,0,0
1920,EGY,M,0,0,0,0,0
1920,ESP,M,0,0,0,0,0
1920,EST,M,1,0,1,0,0
1920,FIN,M,21,14,4,3,0
1920,FRA,M,10,1,5,4,0
1920,GBR,M,25,7,14,4,0
1920,GRE,M,0,0,0,0,0
1920,IND,M,0,0,0,0,0
1920,ITA,M,4,2,0,2,0
1920,JPN,M,0,0,0,0,0
1920,LUX,M,0,0,0,0,0
1920,MON,M,0,0,0,0,0
1920,NED,M,0,0,0,0,0
1920,NOR,M,1,1,0,0,0
1920,NZL,M,0,0,0,0,0
1920,RSA,M,6,1,4,1,0
1920,SUI,M,0,0,0,0,0
1920,SWE,M,26,1,3,22,0
1920,TCH,M,0,0,0,0,0
1920,USA,M,36,16,12,8,0
1924,ARG,M,1,0,1,0,0
1924,AUS,M,1,1,0,0,0
1924,AUT,M,0,0,0,0,0
1924,BEL,M,0,0,0,0,0
1924,BRA,M,0,0,0,0,0
1924,BUL,M,0,0,0,0,0
1924,CAN,M,0,0,0,0,0
1924,CHI,M,0,0,0,0,0
1924,DEN,M,0,0,0,0,0
1924,ECU,M,0,0,0,0,0
1924,EGY,M,0,0,0,0,0
1924,ESP,M,0,0,0,0,0
1924,EST,M,1,0,0,1,0
1924,FIN,M,27,20,5,2,0
1924,FRA,M,8,0,0,8,0
1924,GBR,M,22,3,11,8,0
1924,GRE,M,0,0,0,0,0
1924,HAI,M,0,0,0,0,0
1924,HUN,M,1,0,1,0,0
1924,IND,M,0,0,0,0,0
1924,IRL,M,0,0,0,0,0
1924,ITA,M,2,1,1,0,0
1924,JPN,M,0,0,0,0,0
1924,LAT,M,0,0,0,0,0
1924,LUX,M,0,0,0,0,0
1924,MEX,M,0,0,0,0,0
1924,MON,M,0,0,0,0,0
1924,NED,M,4,0,0,4,0
1924,NOR,M,1,0,0,1,0
1924,NZL,M,1,0,0,1,0
1924,PHI,M,0,0,0,0,0
1924,POL,M,0,0,0,0,0
1924,POR,M,0,0,0,0,0
1924,RSA,M,2,0,1,1,0
1924,SUI,M,2,0,2,0,0
1924,SWE,M,8,0,6,2,0
1924,TCH,M,0,0,0,0,0
1924,TUR,M,0,0,0,0,0
1924,USA,M,48,18,15,15,0
1924,YUG,M,0,0,0,0,0
1928,ARG,M,0,0,0,0,0
1928,AUS,F,0,0,0,0,0
1928,AUS,M,0,0,0,0,0
1928,AUT,F,0,0,0,0,0
1928,AUT,M,0,0,0,0,0
1928,BEL,F,0,0,0,0,0
1928,BEL,M,0,0,0,0,0
1928,CAN,F,7,5,1,1,0
1928,CAN,M,7,2,1,4,0
1928,CHI,M,1,0,1,0,0
1928,CUB,M,0,0,0,0,0
1928,DEN,M,0,0,0,0,0
1928,ESP,M,0,0,0,0,0
1928,EST,M,0,0,0,0,0
1928,FIN,M,14,5,5,4,0
1928,FRA,F,0,0,0,0,0
1928,FRA,M,3,1,1,1,0
1928,GBR,M,8,2,2,4,0
1928,GER,F,5,1,0,4,0
1928,GER,M,13,0,8,5,0
1928,GRE,M,0,0,0,0,0
1928,HAI,M,1,0,1,0,0
1928,HUN,F,0,0,0,0,0
1928,HUN,M,1,0,1,0,0
1928,IND,M,0,0,0,0,0
1928,IRL,M,1,1,0,0,0
1928,ITA,F,0,0,0,0,0
1928,ITA,M,0,0,0,0,0
1928,JPN,F,1,0,1,0,0
1928,JPN,M,1,1,0,0,0
1928,LAT,F,0,0,0,0,0
1928,LAT,M,0,0,0,0,0
1928,LTU,F,0,0,0,0,0
1928,LTU,M,0,0,0,0,0
1928,LUX,M,0,0,0,0,0
1928,MEX,M,0,0,0,0,0
1928,MON,M,0,0,0,0,0
1928,NED,F,1,0,1,0,0
1928,NED,M,0,0,0,0,0
1928,NOR,M,1,0,0,1,0
1928,NZL,F,0,0,0,0,0
1928,NZL,M,0,0,0,0,0
1928,PHI,M,0,0,0,0,0
1928,POL,F,1,1,0,0,0
1928,POL,M,0,0,0,0,0
1928,POR,M,0,0,0,0,0
1928,ROU,F,0,0,0,0,0
1928,ROU,M,0,0,0,0,0
1928,RSA,F,0,0,0,0,0
1928,RSA,M,1,1,0,0,0
1928,SUI,M,0,0,0,0,0
1928,SWE,F,2,0,0,2,0
1928,SWE,M,5,1,2,2,0
1928,TCH,M,0,0,0,0,0
1928,TUR,M,0,0,0,0,0
1928,USA,F,7,1,5,1,0
1928,USA,M,27,14,6,7,0
1928,YUG,M,0,0,0,0,0
1932,ARG,M,1,1,0,0,0
1932,AUS,F,0,0,0,0,0
1932,AUS,M,0,0,0,0,0
1932,AUT,M,0,0,0,0,0
1932,BRA,M,0,0,0,0,0
1932,CAN,F,6,0,5,1,0
1932,CAN,M,9,1,1,7,0
1932,CHN,M,0,0,0,0,0
1932,COL,M,0,0,0,0,0
1932,DEN,M,0,0,0,0,0
1932,EST,M,0,0,0,0,0
1932,FIN,M,11,3,4,4,0
1932,FRA,M,1,0,0,1,0
1932,GBR,F,4,0,0,4,0
1932,GBR,M,10,2,7,1,0
1932,GER,F,2,0,1,1,0
1932,GER,M,6,0,4,2,0
1932,GRE,M,0,0,0,0,0
1932,HAI,M,0,0,0,0,0
1932,HUN,M,0,0,0,0,0
1932,IND,M,0,0,0,0,0
1932,IRL,M,2,2,0,0,0
1932,ITA,M,6,1,0,5,0
1932,JPN,F,0,0,0,0,0
1932,JPN,M,4,1,1,2,0
1932,LAT,M,1,0,1,0,0
1932,MEX,F,0,0,0,0,0
1932,MEX,M,0,0,0,0,0
1932,NED,F,0,0,0,0,0
1932,NED,M,0,0,0,0,0
1932,NOR,M,0,0,0,0,0
1932,NZL,F,0,0,0,0,0
1932,NZL,M,0,0,0,0,0
1932,PHI,M,1,0,0,1,0
1932,POL,F,2,1,0,1,0
1932,POL,M,1,1,0,0,0
1932,POR,M,0,0,0,0,0
1932,RSA,F,1,0,0,1,0
1932,RSA,M,0,0,0,0,0
1932,SUI,M,0,0,0,0,0
1932,SWE,M,1,0,1,0,0
1932,TCH,M,1,0,0,1,0
1932,USA,F,12,8,3,1,0
1932,USA,M,32,17,10,5,0
1932,YUG,M,0,0,0,0,0
1936,AFG,M,0,0,0,0,0
1936,ARG,M,0,0,0,0,0
1936,AUS,F,0,0,0,0,0
1936,AUS,M,1,0,0,1,0
1936,AUT,F,0,0,0,0,0
1936,AUT,M,0,0,0,0,0
1936,BEL,F,0,0,0,0,0
1936,BEL,M,0,0,0,0,0
1936,BRA,M,0,0,0,0,0
1936,BUL,M,0,0,0,0,0
1936,CAN,F,5,0,0,5,0
1936,CAN,M,2,0,1,1,0
1936,CHI,F,0,0,0,0,0
1936,CHI,M,0,0,0,0,0
1936,CHN,F,0,0,0,0,0
1936,CHN,M,0,0,0,0,0
1936,COL,M,0,0,0,0,0
1936,DEN,M,0,0,0,0,0
1936,EGY,M,0,0,0,0,0
1936,EST,M,0,0,0,0,0
1936,FIN,F,0,0,0,0,0
1936,FIN,M,10,3,5,2,0
1936,FRA,F,0,0,0,0,0
1936,FRA,M,0,0,0,0,0
1936,GBR,F,5,0,5,0,0
1936,GBR,M,8,5,3,0,0
1936,GER,F,7,2,2,3,0
1936,GER,M,15,3,2,10,0
1936,GRE,F,0,0,0,0,0
1936,GRE,M,0,0,0,0,0
1936,HUN,F,1,1,0,0,0
1936,HUN,M,0,0,0,0,0
1936,IND,M,0,0,0,0,0
1936,ISL,M,0,0,0,0,0
1936,ITA,F,1,1,0,0,0
1936,ITA,M,7,0,5,2,0
1936,JPN,F,0,0,0,0,0
1936,JPN,M,7,2,2,3,0
1936,LAT,M,1,0,0,1,0
1936,LIE,M,0,0,0,0,0
1936,LUX,M,0,0,0,0,0
1936,MEX,M,0,0,0,0,0
1936,MLT,M,0,0,0,0,0
1936,NED,F,0,0,0,0,0
1936,NED,M,2,0,0,2,0
1936,NOR,M,0,0,0,0,0
1936,NZL,M,1,1,0,0,0
1936,PER,M,0,0,0,0,0
1936,PHI,M,1,0,0,1,0
1936,POL,F,3,0,2,1,0
1936,POL,M,0,0,0,0,0
1936,POR,M,0,0,0,0,0
1936,ROU,M,0,0,0,0,0
1936,RSA,M,0,0,0,0,0
1936,SUI,M,1,0,1,0,0
1936,SWE,F,0,0,0,0,0
1936,SWE,M,2,0,0,2,0
1936,TCH,F,0,0,0,0,0
1936,TCH,M,0,0,0,0,0
1936,USA,F,5,5,0,0,0
1936,USA,M,29,15,10,4,0
1936,YUG,F,0,0,0,0,0
1936,YUG,M,0,0,0,0,0
1948,ARG,F,1,0,1,0,0
1948,ARG,M,1,1,0,0,0
1948,AUS,F,6,0,4,2,0
1948,AUS,M,3,1,2,0,0
1948,AUT,F,2,1,0,1,0
1948,AUT,M,0,0,0,0,0
1948,BEL,F,0,0,0,0,0
1948,BEL,M,2,1,0,1,0
1948,BER,F,0,0,0,0,0
1948,BER,M,0,0,0,0,0
1948,BRA,F,0,0,0,0,0
1948,BRA,M,0,0,0,0,0
1948,CAN,F,4,0,0,4,0
1948,CAN,M,0,0,0,0,0
1948,CHI,F,0,0,0,0,0
1948,CHI,M,0,0,0,0,0
1948,CHN,M,0,0,0,0,0
1948,COL,M,0,0,0,0,0
1948,CUB,M,0,0,0,0,0
1948,DEN,F,1,0,0,1,0
1948,DEN,M,0,0,0,0,0
1948,EGY,M,0,0,0,0,0
1948,ESP,M,0,0,0,0,0
1948,FIN,F,1,0,1,0,0
1948,FIN,M,2,1,1,0,0
1948,FRA,F,4,2,0,2,0
1948,FRA,M,7,0,6,1,0
1948,GBR,F,4,0,4,0,0
1948,GBR,M,6,0,5,1,0
1948,GRE,F,0,0,0,0,0
1948,GRE,M,0,0,0,0,0
1948,GUY,M,0,0,0,0,0
1948,HUN,F,1,1,0,0,0
1948,HUN,M,2,1,0,1,0
1948,IND,M,0,0,0,0,0
1948,IRL,M,0,0,0,0,0
1948,IRQ,M,0,0,0,0,0
1948,ISL,M,0,0,0,0,0
1948,ITA,F,2,0,2,0,0
1948,ITA,M,6,1,1,4,0
1948,JAM,F,0,0,0,0,0
1948,JAM,M,3,1,2,0,0
1948,KOR,F,0,0,0,0,0
1948,KOR,M,0,0,0,0,0
1948,LIE,M,0,0,0,0,0
1948,LUX,F,0,0,0,0,0
1948,LUX,M,0,0,0,0,0
1948,MEX,M,0,0,0,0,0
1948,MLT,M,0,0,0,0,0
1948,MYA,M,0,0,0,0,0
1948,NED,F,7,7,0,0,0
1948,NED,M,2,0,0,2,0
1948,NOR,F,0,0,0,0,0
1948,NOR,M,1,0,1,0,0
1948,NZL,M,0,0,0,0,0
1948,PAK,M,0,0,0,0,0
1948,PAN,M,2,0,0,2,0
1948,PER,M,0,0,0,0,0
1948,PHI,M,0,0,0,0,0
1948,POL,F,0,0,0,0,0
1948,POL,M,0,0,0,0,0
1948,POR,M,0,0,0,0,0
1948,PUR,M,0,0,0,0,0
1948,RSA,F,0,0,0,0,0
1948,RSA,M,0,0,0,0,0
1948,SGP,M,0,0,0,0,0
1948,SRI,M,1,0,1,0,0
1948,SUI,M,2,0,1,1,0
1948,SWE,F,1,0,0,1,0
1948,SWE,M,15,5,3,7,0
1948,TCH,F,0,0,0,0,0
1948,TCH,M,2,1,1,0,0
1948,TTO,M,0,0,0,0,0
1948,TUR,F,0,0,0,0,0
1948,TUR,M,1,0,0,1,0
1948,URU,M,0,0,0,0,0
1948,USA,F,2,1,0,1,0
1948,USA,M,31,17,5,9,0
1948,YUG,F,0,0,0,0,0
1948,YUG,M,1,0,1,0,0
1952,ARG,F,0,0,0,0,0
1952,ARG,M,1,0,1,0,0
1952,AUS,F,4,3,0,1,0
1952,AUS,M,0,0,0,0,0
1952,AUT,F,0,0,0,0,0
1952,AUT,M,0,0,0,0,0
1952,BEL,M,0,0,0,0,0
1952,BER,F,0,0,0,0,0
1952,BRA,F,0,0,0,0,0
1952,BRA,M,2,1,0,1,0
1952,BUL,F,0,0,0,0,0
1952,BUL,M,0,0,0,0,0
1952,CAN,F,0,0,0,0,0
1952,CAN,M,0,0,0,0,0
1952,CHI,F,0,0,0,0,0
1952,CHI,M,0,0,0,0,0
1952,CUB,M,0,0,0,0,0
1952,DEN,F,0,0,0,0,0
1952,DEN,M,0,0,0,0,0
1952,EGY,M,0,0,0,0,0
1952,FIN,F,0,0,0,0,0
1952,FIN,M,1,0,0,1,0
1952,FRA,F,0,0,0,0,0
1952,FRA,M,2,0,2,0,0
1952,GBR,F,6,0,1,5,0
1952,GBR,M,2,0,0,2,0
1952,GER,F,6,0,5,1,0
1952,GER,M,8,0,1,7,0
1952,GHA,M,0,0,0,0,0
1952,GRE,M,0,0,0,0,0
1952,GUA,F,0,0,0,0,0
1952,GUA,M,0,0,0,0,0
1952,HUN,F,0,0,0,0,0
1952,HUN,M,8,1,0,7,0
1952,INA,M,0,0,0,0,0
1952,IND,F,0,0,0,0,0
1952,IND,M,0,0,0,0,0
1952,IRI,M,0,0,0,0,0
1952,IRL,M,0,0,0,0,0
1952,ISL,M,0,0,0,0,0
1952,ISR,F,0,0,0,0,0
1952,ISR,M,0,0,0,0,0
1952,ITA,F,0,0,0,0,0
1952,ITA,M,2,1,1,0,0
1952,JAM,F,0,0,0,0,0
1952,JAM,M,8,5,3,0,0
1952,JPN,F,0,0,0,0,0
1952,JPN,M,0,0,0,0,0
1952,KOR,F,0,0,0,0,0
1952,KOR,M,0,0,0,0,0
1952,LUX,M,1,1,0,0,0
1952,MEX,F,0,0,0,0,0
1952,MEX,M,0,0,0,0,0
1952,NED,F,1,0,1,0,0
1952,NED,M,0,0,0,0,0
1952,NGR,M,0,0,0,0,0
1952,NOR,F,0,0,0,0,0
1952,NOR,M,0,0,0,0,0
1952,NZL,F,1,1,0,0,0
1952,NZL,M,1,0,0,1,0
1952,PAK,M,0,0,0,0,0
1952,PHI,M,0,0,0,0,0
1952,POL,F,0,0,0,0,0
1952,POL,M,0,0,0,0,0
1952,POR,M,0,0,0,0,0
1952,PUR,M,0,0,0,0,0
1952,ROU,F,0,0,0,0,0
1952,ROU,M,0,0,0,0,0
1952,RSA,F,2,1,1,0,0
1952,RSA,M,0,0,0,0,0
1952,SAA,F,0,0,0,0,0
1952,SAA,M,0,0,0,0,0
1952,SGP,F,0,0,0,0,0
1952,SRI,M,0,0,0,0,0
1952,SUI,F,0,0,0,0,0
1952,SUI,M,1,0,1,0,0
1952,SWE,F,0,0,0,0,0
1952,SWE,M,3,1,0,2,0
1952,TCH,F,1,1,0,0,0
1952,TCH,M,4,3,1,0,0
1952,THA,M,0,0,0,0,0
1952,TUR,M,0,0,0,0,0
1952,URS,F,11,2,4,5,0
1952,URS,M,9,0,7,2,0
1952,URU,F,0,0,0,0,0
1952,URU,M,0,0,0,0,0
1952,USA,F,4,4,0,0,0
1952,USA,M,36,17,13,6,0
1952,VEN,M,1,0,0,1,0
1952,VNM,M,0,0,0,0,0
1952,YUG,F,0,0,0,0,0
1952,YUG,M,0,0,0,0,0
1956,ARG,F,0,0,0,0,0
1956,ARG,M,0,0,0,0,0
1956,AUS,F,10,7,0,3,0
1956,AUS,M,9,0,6,3,0
1956,AUT,F,0,0,0,0,0
1956,AUT,M,0,0,0,0,0
1956,BAH,M,0,0,0,0,0
1956,BEL,M,0,0,0,0,0
1956,BRA,M,1,1,0,0,0
1956,CAN,F,0,0,0,0,0
1956,CAN,M,0,0,0,0,0
1956,CHI,F,1,0,1,0,0
1956,CHI,M,0,0,0,0,0
1956,COL,M,0,0,0,0,0
1956,CUB,F,0,0,0,0,0
1956,CUB,M,0,0,0,0,0
1956,DEN,M,0,0,0,0,0
1956,ETH,M,0,0,0,0,0
1956,FIJ,M,0,0,0,0,0
1956,FIN,M,3,0,0,3,0
1956,FRA,F,0,0,0,0,0
1956,FRA,M,1,1,0,0,0
1956,GBR,F,5,0,5,0,0
1956,GBR,M,8,1,2,5,0
1956,GER,F,4,0,3,1,0
1956,GER,M,6,0,2,4,0
1956,GRE,M,1,0,0,1,0
1956,GUY,F,0,0,0,0,0
1956,GUY,M,0,0,0,0,0
1956,HUN,F,0,0,0,0,0
1956,HUN,M,2,0,2,0,0
1956,INA,M,0,0,0,0,0
1956,IND,F,0,0,0,0,0
1956,IND,M,0,0,0,0,0
1956,IRI,M,0,0,0,0,0
1956,IRL,F,0,0,0,0,0
1956,IRL,M,1,1,0,0,0
1956,ISL,M,1,0,1,0,0
1956,ISR,M,0,0,0,0,0
1956,ITA,F,0,0,0,0,0
1956,ITA,M,0,0,0,0,0
1956,JAM,M,0,0,0,0,0
1956,JPN,F,0,0,0,0,0
1956,JPN,M,0,0,0,0,0
1956,KEN,M,0,0,0,0,0
1956,KOR,M,0,0,0,0,0
1956,LBR,M,0,0,0,0,0
1956,LUX,M,0,0,0,0,0
1956,MAL,F,0,0,0,0,0
1956,MAL,M,0,0,0,0,0
1956,MEX,M,0,0,0,0,0
1956,MYA,M,0,0,0,0,0
1956,NBO,M,0,0,0,0,0
1956,NGR,M,0,0,0,0,0
1956,NOR,M,3,1,0,2,0
1956,NZL,F,0,0,0,0,0
1956,NZL,M,1,1,0,0,0
1956,PAK,M,0,0,0,0,0
1956,PHI,F,0,0,0,0,0
1956,PHI,M,0,0,0,0,0
1956,POL,F,1,1,0,0,0
1956,POL,M,1,0,1,0,0
1956,PUR,M,0,0,0,0,0
1956,ROU,F,0,0,0,0,0
1956,ROU,M,0,0,0,0,0
1956,RSA,F,0,0,0,0,0
1956,RSA,M,0,0,0,0,0
1956,SGP,F,0,0,0,0,0
1956,SGP,M,0,0,0,0,0
1956,SRI,M,0,0,0,0,0
