index,Year,Total,Gold,Silver,Bronze,No medal,Sport,NOC,Sex
5,2000,0,0,0,0,1,Archery,MEX,F
6,2008,0,0,0,0,2,Archery,MEX,F
7,2012,2,0,1,1,4,Archery,MEX,F
8,2016,0,0,0,0,6,Archery,MEX,F
9,2020,1,0,0,1,6,Archery,MEX,F
10,2024,3,0,0,3,4,Archery,MEX,F
0,1972,0,0,0,0,3,Archery,MEX,M
1,1984,0,0,0,0,1,Archery,MEX,M
2,1988,0,0,0,0,6,Archery,MEX,M
3,1992,0,0,0,0,6,Archery,MEX,M
4,1996,0,0,0,0,2,Archery,MEX,M
5,2000,0,0,0,0,1,Archery,MEX,M
6,2004,0,0,0,0,6,Archery,MEX,M
7,2008,0,0,0,0,2,Archery,MEX,M
8,2012,0,0,0,0,6,Archery,MEX,M
9,2016,0,0,0,0,1,Archery,MEX,M
10,2020,1,0,0,1,1,Archery,MEX,M
11,2024,0,0,0,0,7,Archery,MEX,M
0,1972,0,0,0,0,2,Archery,MGL,F
1,1976,0,0,0,0,2,Archery,MGL,F
2,1980,0,0,0,0,2,Archery,MGL,F
3,1988,0,0,0,0,6,Archery,MGL,F
4,1992,0,0,0,0,1,Archery,MGL,F
5,1996,0,0,0,0,1,Archery,MGL,F
6,2012,0,0,0,0,1,Archery,MGL,F
7,2020,0,0,0,0,2,Archery,MGL,F
0,1972,0,0,0,0,1,Archery,MGL,M
1,1976,0,0,0,0,2,Archery,MGL,M
2,1980,0,0,0,0,2,Archery,MGL,M
3,2012,0,0,0,0,1,Archery,MGL,M
4,2016,0,0,0,0,1,Archery,MGL,M
5,2020,0,0,0,0,2,Archery,MGL,M
6,2024,0,0,0,0,1,Archery,MGL,M
0,1980,0,0,0,0,1,Archery,MLT,F
1,1984,0,0,0,0,1,Archery,MLT,F
2,1988,0,0,0,0,1,Archery,MLT,F
0,1980,0,0,0,0,1,Archery,MLT,M
0,1984,0,0,0,0,1,Archery,MON,M
1,1988,0,0,0,0,1,Archery,MON,M
0,2008,0,0,0,0,1,Archery,MRI,F
0,2000,0,0,0,0,1,Archery,MRI,M
1,2004,0,0,0,0,1,Archery,MRI,M
0,2000,0,0,0,0,1,Archery,MYA,F
1,2004,0,0,0,0,1,Archery,MYA,F
2,2016,0,0,0,0,1,Archery,MYA,F
0,2008,0,0,0,0,1,Archery,MYA,M
1,2012,0,0,0,0,1,Archery,MYA,M
0,1980,0,0,0,0,1,Archery,NED,F
1,1984,0,0,0,0,1,Archery,NED,F
2,1988,0,0,0,0,2,Archery,NED,F
3,1992,0,0,0,0,6,Archery,NED,F
4,1996,0,0,0,0,2,Archery,NED,F
5,2020,1,0,1,0,1,Archery,NED,F
6,2024,0,0,0,0,7,Archery,NED,F
0,1900,0,0,0,0,6,Archery,NED,M
1,1920,8,8,0,0,0,Archery,NED,M
2,1980,0,0,0,0,1,Archery,NED,M
3,1984,0,0,0,0,1,Archery,NED,M
4,1988,0,0,0,0,1,Archery,NED,M
5,1992,0,0,0,0,6,Archery,NED,M
6,2000,1,0,0,1,5,Archery,NED,M
7,2004,0,0,0,0,6,Archery,NED,M
8,2012,0,0,0,0,1,Archery,NED,M
9,2016,0,0,0,0,6,Archery,NED,M
10,2020,1,0,1,0,6,Archery,NED,M
11,2024,0,0,0,0,2,Archery,NED,M
0,2016,0,0,0,0,1,Archery,NEP,M
0,1972,0,0,0,0,1,Archery,NOR,F
1,1996,0,0,0,0,1,Archery,NOR,F
2,2000,0,0,0,0,1,Archery,NOR,F
0,1972,0,0,0,0,3,Archery,NOR,M
1,1976,0,0,0,0,1,Archery,NOR,M
2,1984,0,0,0,0,1,Archery,NOR,M
3,1992,0,0,0,0,1,Archery,NOR,M
4,1996,0,0,0,0,1,Archery,NOR,M
5,2000,0,0,0,0,6,Archery,NOR,M
6,2012,0,0,0,0,1,Archery,NOR,M
7,2016,0,0,0,0,1,Archery,NOR,M
0,1984,0,0,0,0,2,Archery,NZL,F
1,1988,0,0,0,0,1,Archery,NZL,F
2,1992,0,0,0,0,1,Archery,NZL,F
0,1972,0,0,0,0,1,Archery,NZL,M
1,1984,0,0,0,0,1,Archery,NZL,M
2,1996,0,0,0,0,1,Archery,NZL,M
3,2000,0,0,0,0,2,Archery,NZL,M
4,2004,0,0,0,0,1,Archery,NZL,M
0,1988,0,0,0,0,1,Archery,PHI,F
1,2000,0,0,0,0,1,Archery,PHI,F
2,2004,0,0,0,0,1,Archery,PHI,F
3,2012,0,0,0,0,1,Archery,PHI,F
0,1972,0,0,0,0,3,Archery,PHI,M
1,1988,0,0,0,0,1,Archery,PHI,M
2,2008,0,0,0,0,1,Archery,PHI,M
3,2012,0,0,0,0,1,Archery,PHI,M
0,1972,1,0,1,0,2,Archery,POL,F
1,1976,0,0,0,0,2,Archery,POL,F
2,1980,0,0,0,0,2,Archery,POL,F
3,1988,0,0,0,0,6,Archery,POL,F
4,1992,0,0,0,0,6,Archery,POL,F
5,1996,3,0,0,3,3,Archery,POL,F
6,2000,0,0,0,0,6,Archery,POL,F
7,2004,0,0,0,0,6,Archery,POL,F
8,2008,0,0,0,0,6,Archery,POL,F
9,2012,0,0,0,0,1,Archery,POL,F
10,2016,0,0,0,0,1,Archery,POL,F
11,2020,0,0,0,0,2,Archery,POL,F
12,2024,0,0,0,0,1,Archery,POL,F
0,1972,0,0,0,0,1,Archery,POL,M
1,1976,0,0,0,0,2,Archery,POL,M
2,1980,0,0,0,0,1,Archery,POL,M
3,1992,0,0,0,0,6,Archery,POL,M
4,1996,0,0,0,0,1,Archery,POL,M
5,2000,0,0,0,0,2,Archery,POL,M
6,2004,0,0,0,0,1,Archery,POL,M
7,2008,0,0,0,0,6,Archery,POL,M
8,2012,0,0,0,0,1,Archery,POL,M
9,2020,0,0,0,0,2,Archery,POL,M
0,1988,0,0,0,0,1,Archery,POR,F
1,1992,0,0,0,0,1,Archery,POR,F
0,1984,0,0,0,0,1,Archery,POR,M
1,1988,0,0,0,0,2,Archery,POR,M
2,1996,0,0,0,0,1,Archery,POR,M
3,2000,0,0,0,0,1,Archery,POR,M
4,2008,0,0,0,0,1,Archery,POR,M
0,1972,0,0,0,0,3,Archery,PRK,F
1,1976,0,0,0,0,2,Archery,PRK,F
2,1980,0,0,0,0,2,Archery,PRK,F
3,1992,0,0,0,0,6,Archery,PRK,F
4,2000,0,0,0,0,1,Archery,PRK,F
5,2008,0,0,0,0,2,Archery,PRK,F
6,2012,0,0,0,0,1,Archery,PRK,F
7,2016,0,0,0,0,1,Archery,PRK,F
0,1980,0,0,0,0,1,Archery,PRK,M
0,1976,0,0,0,0,1,Archery,PUR,F
1,1988,0,0,0,0,1,Archery,PUR,F
2,1996,0,0,0,0,1,Archery,PUR,F
3,2024,0,0,0,0,1,Archery,PUR,F
0,1972,0,0,0,0,1,Archery,PUR,M
1,1976,0,0,0,0,1,Archery,PUR,M
2,1984,0,0,0,0,1,Archery,PUR,M
3,1988,0,0,0,0,1,Archery,PUR,M
0,2008,0,0,0,0,1,Archery,QAT,M
0,2020,4,0,4,0,3,Archery,ROC,F
0,2020,0,0,0,0,2,Archery,ROC,M
0,1980,0,0,0,0,2,Archery,ROU,F
1,2020,0,0,0,0,1,Archery,ROU,F
2,2024,0,0,0,0,1,Archery,ROU,F
0,1980,0,0,0,0,2,Archery,ROU,M
1,2008,0,0,0,0,1,Archery,ROU,M
0,1992,0,0,0,0,1,Archery,RSA,F
1,1996,0,0,0,0,6,Archery,RSA,F
2,2000,0,0,0,0,2,Archery,RSA,F
3,2004,0,0,0,0,1,Archery,RSA,F
4,2012,0,0,0,0,1,Archery,RSA,F
0,1992,0,0,0,0,1,Archery,RSA,M
1,2008,0,0,0,0,1,Archery,RSA,M
2,2024,0,0,0,0,1,Archery,RSA,M
0,1996,0,0,0,0,6,Archery,RUS,F
1,2000,0,0,0,0,1,Archery,RUS,F
2,2004,0,0,0,0,6,Archery,RUS,F
3,2008,0,0,0,0,2,Archery,RUS,F
4,2012,0,0,0,0,6,Archery,RUS,F
5,2016,3,0,3,0,3,Archery,RUS,F
0,1996,0,0,0,0,6,Archery,RUS,M
1,2000,0,0,0,0,6,Archery,RUS,M
2,2004,0,0,0,0,2,Archery,RUS,M
3,2008,1,0,0,1,5,Archery,RUS,M
0,2012,0,0,0,0,1,Archery,SAM,F
0,2008,0,0,0,0,1,Archery,SAM,M
0,2024,0,0,0,0,2,Archery,SLO,F
0,1992,0,0,0,0,1,Archery,SLO,M
1,1996,0,0,0,0,6,Archery,SLO,M
2,2000,0,0,0,0,1,Archery,SLO,M
3,2012,0,0,0,0,1,Archery,SLO,M
4,2020,0,0,0,0,1,Archery,SLO,M
5,2024,0,0,0,0,2,Archery,SLO,M
0,2024,0,0,0,0,1,Archery,SMR,F
0,1992,0,0,0,0,1,Archery,SMR,M
1,1996,0,0,0,0,1,Archery,SMR,M
2,2012,0,0,0,0,1,Archery,SMR,M
0,1988,0,0,0,0,1,Archery,SOL,M
0,1972,0,0,0,0,1,Archery,SUI,F
1,1980,0,0,0,0,2,Archery,SUI,F
2,1984,0,0,0,0,2,Archery,SUI,F
3,1988,0,0,0,0,2,Archery,SUI,F
4,2008,0,0,0,0,1,Archery,SUI,F
5,2012,0,0,0,0,1,Archery,SUI,F
0,1972,0,0,0,0,3,Archery,SUI,M
1,1980,0,0,0,0,2,Archery,SUI,M
2,1984,0,0,0,0,1,Archery,SUI,M
3,2012,0,0,0,0,1,Archery,SUI,M
0,2016,0,0,0,0,1,Archery,SVK,F
1,2020,0,0,0,0,1,Archery,SVK,F
2,2024,0,0,0,0,1,Archery,SVK,F
0,2016,0,0,0,0,1,Archery,SVK,M
0,1972,0,0,0,0,2,Archery,SWE,F
1,1976,0,0,0,0,2,Archery,SWE,F
2,1980,0,0,0,0,1,Archery,SWE,F
3,1984,0,0,0,0,2,Archery,SWE,F
4,1988,0,0,0,0,6,Archery,SWE,F
5,1992,0,0,0,0,6,Archery,SWE,F
6,1996,0,0,0,0,6,Archery,SWE,F
7,2000,0,0,0,0,6,Archery,SWE,F
8,2012,0,0,0,0,1,Archery,SWE,F
9,2016,0,0,0,0,1,Archery,SWE,F
10,2020,0,0,0,0,1,Archery,SWE,F
0,1972,1,0,1,0,2,Archery,SWE,M
1,1976,0,0,0,0,2,Archery,SWE,M
2,1980,0,0,0,0,2,Archery,SWE,M
3,1984,0,0,0,0,3,Archery,SWE,M
4,1988,0,0,0,0,6,Archery,SWE,M
5,1996,1,0,1,0,5,Archery,SWE,M
6,2000,0,0,0,0,6,Archery,SWE,M
7,2004,0,0,0,0,6,Archery,SWE,M
8,2008,0,0,0,0,1,Archery,SWE,M
0,1980,0,0,0,0,2,Archery,TCH,F
0,1980,0,0,0,0,1,Archery,TCH,M
1,1992,0,0,0,0,1,Archery,TCH,M
0,2016,0,0,0,0,1,Archery,TGA,F
0,2004,0,0,0,0,1,Archery,TGA,M
1,2016,0,0,0,0,1,Archery,TGA,M
0,1976,0,0,0,0,1,Archery,THA,F
0,1976,0,0,0,0,2,Archery,THA,M
1,1984,0,0,0,0,2,Archery,THA,M
2,2012,0,0,0,0,1,Archery,THA,M
3,2016,0,0,0,0,1,Archery,THA,M
0,2004,0,0,0,0,1,Archery,TJK,F
1,2008,0,0,0,0,1,Archery,TJK,F
0,1972,0,0,0,0,1,Archery,TPE,F
1,1984,0,0,0,0,1,Archery,TPE,F
2,1988,0,0,0,0,6,Archery,TPE,F
3,1992,0,0,0,0,6,Archery,TPE,F
4,1996,0,0,0,0,6,Archery,TPE,F
5,2000,0,0,0,0,6,Archery,TPE,F
6,2004,3,0,0,3,3,Archery,TPE,F
7,2008,0,0,0,0,6,Archery,TPE,F
8,2012,0,0,0,0,6,Archery,TPE,F
9,2016,3,0,0,3,3,Archery,TPE,F
10,2020,0,0,0,0,7,Archery,TPE,F
11,2024,0,0,0,0,7,Archery,TPE,F
0,1984,0,0,0,0,1,Archery,TPE,M
1,1988,0,0,0,0,6,Archery,TPE,M
2,1996,0,0,0,0,6,Archery,TPE,M
3,2004,3,0,3,0,3,Archery,TPE,M
4,2008,0,0,0,0,6,Archery,TPE,M
5,2012,0,0,0,0,6,Archery,TPE,M
6,2016,0,0,0,0,6,Archery,TPE,M
7,2020,3,0,3,0,4,Archery,TPE,M
8,2024,0,0,0,0,7,Archery,TPE,M
0,2020,0,0,0,0,2,Archery,TUN,F
1,2024,0,0,0,0,1,Archery,TUN,F
0,2020,0,0,0,0,2,Archery,TUN,M
0,1988,0,0,0,0,6,Archery,TUR,F
1,1992,0,0,0,0,6,Archery,TUR,F
2,1996,0,0,0,0,6,Archery,TUR,F
3,2000,0,0,0,0,6,Archery,TUR,F
4,2004,0,0,0,0,6,Archery,TUR,F
5,2008,0,0,0,0,1,Archery,TUR,F
6,2012,0,0,0,0,1,Archery,TUR,F
7,2016,0,0,0,0,1,Archery,TUR,F
8,2020,0,0,0,0,2,Archery,TUR,F
9,2024,0,0,0,0,2,Archery,TUR,F
0,1984,0,0,0,0,2,Archery,TUR,M
1,1988,0,0,0,0,6,Archery,TUR,M
2,1992,0,0,0,0,6,Archery,TUR,M
3,1996,0,0,0,0,1,Archery,TUR,M
4,2000,0,0,0,0,6,Archery,TUR,M
5,2004,0,0,0,0,1,Archery,TUR,M
6,2008,0,0,0,0,1,Archery,TUR,M
7,2016,0,0,0,0,1,Archery,TUR,M
8,2020,1,1,0,0,1,Archery,TUR,M
9,2024,3,0,0,3,4,Archery,TUR,M
0,2000,0,0,0,0,1,Archery,UGA,F
0,1996,1,0,0,1,5,Archery,UKR,F
1,2000,3,0,3,0,3,Archery,UKR,F
2,2004,0,0,0,0,6,Archery,UKR,F
3,2008,0,0,0,0,2,Archery,UKR,F
4,2012,0,0,0,0,6,Archery,UKR,F
5,2016,0,0,0,0,6,Archery,UKR,F
6,2020,0,0,0,0,7,Archery,UKR,F
7,2024,0,0,0,0,2,Archery,UKR,F
0,1996,0,0,0,0,6,Archery,UKR,M
1,2000,0,0,0,0,6,Archery,UKR,M
2,2004,3,0,0,3,3,Archery,UKR,M
3,2008,1,1,0,0,5,Archery,UKR,M
4,2012,0,0,0,0,6,Archery,UKR,M
5,2016,0,0,0,0,1,Archery,UKR,M
6,2020,0,0,0,0,2,Archery,UKR,M
7,2024,0,0,0,0,2,Archery,UKR,M
0,1972,1,0,0,1,2,Archery,URS,F
1,1976,2,0,1,1,0,Archery,URS,F
2,1980,2,1,1,0,0,Archery,URS,F
3,1988,0,0,0,0,6,Archery,URS,F
0,1972,0,0,0,0,3,Archery,URS,M
1,1976,0,0,0,0,1,Archery,URS,M
2,1980,1,0,1,0,1,Archery,URS,M
3,1988,1,0,0,1,5,Archery,URS,M
0,1904,10,6,2,2,6,Archery,USA,F
1,1972,1,1,0,0,2,Archery,USA,F
2,1976,1,1,0,0,1,Archery,USA,F
3,1984,0,0,0,0,3,Archery,USA,F
4,1988,3,0,0,3,3,Archery,USA,F
5,1992,0,0,0,0,6,Archery,USA,F
6,1996,0,0,0,0,6,Archery,USA,F
7,2000,0,0,0,0,6,Archery,USA,F
8,2004,0,0,0,0,6,Archery,USA,F
9,2008,0,0,0,0,2,Archery,USA,F
10,2012,0,0,0,0,6,Archery,USA,F
11,2016,0,0,0,0,1,Archery,USA,F
12,2020,0,0,0,0,7,Archery,USA,F
13,2024,1,0,0,1,6,Archery,USA,F
0,1904,18,6,6,6,36,Archery,USA,M
1,1908,1,0,0,1,1,Archery,USA,M
2,1972,1,1,0,0,2,Archery,USA,M
3,1976,1,1,0,0,1,Archery,USA,M
4,1984,2,1,1,0,1,Archery,USA,M
5,1988,4,1,3,0,2,Archery,USA,M
6,1992,0,0,0,0,6,Archery,USA,M
7,1996,4,4,0,0,2,Archery,USA,M
8,2000,4,0,1,3,2,Archery,USA,M
9,2004,0,0,0,0,6,Archery,USA,M
10,2008,0,0,0,0,6,Archery,USA,M
11,2012,3,0,3,0,3,Archery,USA,M
12,2016,4,0,3,1,2,Archery,USA,M
13,2020,0,0,0,0,7,Archery,USA,M
14,2024,2,0,1,1,0,Archery,USA,M
0,2024,0,0,0,0,2,Archery,UZB,F
0,2024,0,0,0,0,2,Archery,UZB,M
0,2000,0,0,0,0,1,Archery,VAN,M
0,2008,0,0,0,0,1,Archery,VEN,F
1,2012,0,0,0,0,1,Archery,VEN,F
2,2016,0,0,0,0,1,Archery,VEN,F
0,2012,0,0,0,0,1,Archery,VEN,M
1,2016,0,0,0,0,1,Archery,VEN,M
0,2020,0,0,0,0,2,Archery,VIE,F
1,2024,0,0,0,0,2,Archery,VIE,F
0,2020,0,0,0,0,2,Archery,VIE,M
1,2024,0,0,0,0,2,Archery,VIE,M
0,1976,0,0,0,0,1,Archery,YUG,M
1,1980,0,0,0,0,1,Archery,YUG,M
0,1988,0,0,0,0,1,Archery,ZIM,F
0,1980,0,0,0,0,1,Archery,ZIM,M
1,1988,0,0,0,0,6,Archery,ZIM,M
2,2016,0,0,0,0,1,Archery,ZIM,M
0,2004,0,0,0,0,1,Athletics,AFG,F
1,2008,0,0,0,0,1,Athletics,AFG,F
2,2012,0,0,0,0,1,Athletics,AFG,F
3,2016,0,0,0,0,1,Athletics,AFG,F
4,2020,0,0,0,0,1,Athletics,AFG,F
5,2024,0,0,0,0,1,Athletics,AFG,F
0,1936,0,0,0,0,3,Athletics,AFG,M
1,1960,0,0,0,0,9,Athletics,AFG,M
2,1996,0,0,0,0,2,Athletics,AFG,M
3,2004,0,0,0,0,1,Athletics,AFG,M
4,2008,0,0,0,0,1,Athletics,AFG,M
5,2012,0,0,0,0,1,Athletics,AFG,M
6,2016,0,0,0,0,1,Athletics,AFG,M
7,2020,0,0,0,0,1,Athletics,AFG,M
8,2024,0,0,0,0,1,Athletics,AFG,M
0,1984,0,0,0,0,2,Athletics,AHO,F
1,2000,0,0,0,0,1,Athletics,AHO,F
0,1976,0,0,0,0,2,Athletics,AHO,M
1,1984,0,0,0,0,2,Athletics,AHO,M
2,1992,0,0,0,0,1,Athletics,AHO,M
3,1996,0,0,0,0,1,Athletics,AHO,M
4,2000,0,0,0,0,1,Athletics,AHO,M
5,2004,0,0,0,0,2,Athletics,AHO,M
6,2008,0,0,0,0,2,Athletics,AHO,M
0,1992,0,0,0,0,1,Athletics,ALB,F
1,1996,0,0,0,0,2,Athletics,ALB,F
2,2000,0,0,0,0,1,Athletics,ALB,F
3,2004,0,0,0,0,1,Athletics,ALB,F
4,2008,0,0,0,0,1,Athletics,ALB,F
5,2016,0,0,0,0,1,Athletics,ALB,F
6,2020,0,0,0,0,1,Athletics,ALB,F
7,2024,0,0,0,0,1,Athletics,ALB,F
0,2000,0,0,0,0,1,Athletics,ALB,M
1,2004,0,0,0,0,1,Athletics,ALB,M
2,2008,0,0,0,0,1,Athletics,ALB,M
3,2012,0,0,0,0,1,Athletics,ALB,M
4,2016,0,0,0,0,1,Athletics,ALB,M
5,2020,0,0,0,0,1,Athletics,ALB,M
6,2024,0,0,0,0,1,Athletics,ALB,M
0,1988,0,0,0,0,2,Athletics,ALG,F
1,1992,1,1,0,0,0,Athletics,ALG,F
2,1996,0,0,0,0,2,Athletics,ALG,F
3,2000,1,1,0,0,4,Athletics,ALG,F
4,2004,0,0,0,0,5,Athletics,ALG,F
5,2008,0,0,0,0,4,Athletics,ALG,F
6,2012,0,0,0,0,1,Athletics,ALG,F
7,2016,0,0,0,0,3,Athletics,ALG,F
8,2020,0,0,0,0,1,Athletics,ALG,F
9,2024,0,0,0,0,1,Athletics,ALG,F
0,1972,0,0,0,0,6,Athletics,ALG,M
1,1980,0,0,0,0,13,Athletics,ALG,M
2,1984,0,0,0,0,9,Athletics,ALG,M
3,1988,0,0,0,0,13,Athletics,ALG,M
4,1992,0,0,0,0,8,Athletics,ALG,M
5,1996,1,1,0,0,5,Athletics,ALG,M
6,2000,3,0,1,2,15,Athletics,ALG,M
7,2004,0,0,0,0,16,Athletics,ALG,M
8,2008,0,0,0,0,8,Athletics,ALG,M
9,2012,1,1,0,0,5,Athletics,ALG,M
10,2016,2,0,2,0,11,Athletics,ALG,M
11,2020,0,0,0,0,4,Athletics,ALG,M
12,2024,1,0,0,1,6,Athletics,ALG,M
0,1992,0,0,0,0,1,Athletics,AND,F
1,2000,0,0,0,0,1,Athletics,AND,F
2,2004,0,0,0,0,1,Athletics,AND,F
3,2008,0,0,0,0,1,Athletics,AND,F
4,2012,0,0,0,0,1,Athletics,AND,F
0,1988,0,0,0,0,2,Athletics,AND,M
1,1996,0,0,0,0,1,Athletics,AND,M
2,2000,0,0,0,0,1,Athletics,AND,M
3,2004,0,0,0,0,1,Athletics,AND,M
4,2008,0,0,0,0,1,Athletics,AND,M
5,2012,0,0,0,0,1,Athletics,AND,M
6,2016,0,0,0,0,1,Athletics,AND,M
7,2020,0,0,0,0,1,Athletics,AND,M
8,2024,0,0,0,0,1,Athletics,AND,M
0,1988,0,0,0,0,2,Athletics,ANG,F
1,1992,0,0,0,0,2,Athletics,ANG,F
2,1996,0,0,0,0,2,Athletics,ANG,F
3,2000,0,0,0,0,1,Athletics,ANG,F
4,2012,0,0,0,0,1,Athletics,ANG,F
5,2016,0,0,0,0,1,Athletics,ANG,F
0,1980,0,0,0,0,3,Athletics,ANG,M
1,1988,0,0,0,0,6,Athletics,ANG,M
2,1992,0,0,0,0,5,Athletics,ANG,M
3,1996,0,0,0,0,1,Athletics,ANG,M
4,2000,0,0,0,0,1,Athletics,ANG,M
5,2004,0,0,0,0,1,Athletics,ANG,M
6,2008,0,0,0,0,1,Athletics,ANG,M
7,2012,0,0,0,0,1,Athletics,ANG,M
8,2016,0,0,0,0,1,Athletics,ANG,M
9,2020,0,0,0,0,1,Athletics,ANG,M
10,2024,0,0,0,0,1,Athletics,ANG,M
0,1984,0,0,0,0,8,Athletics,ANT,F
1,1988,0,0,0,0,4,Athletics,ANT,F
2,1992,0,0,0,0,3,Athletics,ANT,F
3,1996,0,0,0,0,10,Athletics,ANT,F
4,2000,0,0,0,0,2,Athletics,ANT,F
5,2004,0,0,0,0,1,Athletics,ANT,F
6,2008,0,0,0,0,1,Athletics,ANT,F
7,2012,0,0,0,0,1,Athletics,ANT,F
8,2016,0,0,0,0,1,Athletics,ANT,F
9,2020,0,0,0,0,1,Athletics,ANT,F
10,2024,0,0,0,0,1,Athletics,ANT,F
0,1976,0,0,0,0,14,Athletics,ANT,M
1,1984,0,0,0,0,14,Athletics,ANT,M
2,1988,0,0,0,0,15,Athletics,ANT,M
3,1992,0,0,0,0,4,Athletics,ANT,M
4,1996,0,0,0,0,4,Athletics,ANT,M
5,2000,0,0,0,0,1,Athletics,ANT,M
6,2004,0,0,0,0,2,Athletics,ANT,M
7,2008,0,0,0,0,3,Athletics,ANT,M
8,2012,0,0,0,0,2,Athletics,ANT,M
9,2016,0,0,0,0,6,Athletics,ANT,M
10,2020,0,0,0,0,1,Athletics,ANT,M
11,2024,0,0,0,0,1,Athletics,ANT,M
0,1908,1,0,0,1,14,Athletics,ANZ,M
1,1912,0,0,0,0,7,Athletics,ANZ,M
0,1948,1,0,1,0,4,Athletics,ARG,F
1,1952,0,0,0,0,15,Athletics,ARG,F
2,1956,0,0,0,0,1,Athletics,ARG,F
3,1964,0,0,0,0,8,Athletics,ARG,F
4,1968,0,0,0,0,2,Athletics,ARG,F
5,1972,0,0,0,0,1,Athletics,ARG,F
6,1984,0,0,0,0,4,Athletics,ARG,F
7,1992,0,0,0,0,1,Athletics,ARG,F
8,1996,0,0,0,0,4,Athletics,ARG,F
9,2000,0,0,0,0,5,Athletics,ARG,F
10,2004,0,0,0,0,5,Athletics,ARG,F
11,2008,0,0,0,0,3,Athletics,ARG,F
12,2012,0,0,0,0,3,Athletics,ARG,F
13,2016,0,0,0,0,6,Athletics,ARG,F
14,2020,0,0,0,0,2,Athletics,ARG,F
15,2024,0,0,0,0,3,Athletics,ARG,F
0,1924,1,0,1,0,15,Athletics,ARG,M
1,1928,0,0,0,0,12,Athletics,ARG,M
2,1932,1,1,0,0,17,Athletics,ARG,M
3,1936,0,0,0,0,17,Athletics,ARG,M
4,1948,1,1,0,0,32,Athletics,ARG,M
5,1952,1,0,1,0,14,Athletics,ARG,M
6,1956,0,0,0,0,1,Athletics,ARG,M
7,1960,0,0,0,0,4,Athletics,ARG,M
8,1964,0,0,0,0,4,Athletics,ARG,M
9,1968,0,0,0,0,7,Athletics,ARG,M
10,1972,0,0,0,0,9,Athletics,ARG,M
11,1976,0,0,0,0,2,Athletics,ARG,M
12,1984,0,0,0,0,5,Athletics,ARG,M
13,1988,0,0,0,0,2,Athletics,ARG,M
14,1992,0,0,0,0,3,Athletics,ARG,M
15,1996,0,0,0,0,5,Athletics,ARG,M
16,2000,0,0,0,0,6,Athletics,ARG,M
17,2004,0,0,0,0,3,Athletics,ARG,M
18,2008,0,0,0,0,8,Athletics,ARG,M
19,2012,0,0,0,0,7,Athletics,ARG,M
20,2016,0,0,0,0,7,Athletics,ARG,M
21,2020,0,0,0,0,3,Athletics,ARG,M
22,2024,0,0,0,0,3,Athletics,ARG,M
0,2000,0,0,0,0,1,Athletics,ARM,F
1,2004,0,0,0,0,1,Athletics,ARM,F
2,2008,0,0,0,0,1,Athletics,ARM,F
3,2012,0,0,0,0,1,Athletics,ARM,F
4,2016,0,0,0,0,4,Athletics,ARM,F
0,1996,0,0,0,0,2,Athletics,ARM,M
1,2000,0,0,0,0,2,Athletics,ARM,M
2,2004,0,0,0,0,1,Athletics,ARM,M
3,2008,0,0,0,0,1,Athletics,ARM,M
4,2012,0,0,0,0,3,Athletics,ARM,M
5,2016,0,0,0,0,1,Athletics,ARM,M
6,2020,0,0,0,0,1,Athletics,ARM,M
7,2024,0,0,0,0,1,Athletics,ARM,M
0,1988,0,0,0,0,3,Athletics,ARU,F
1,1992,0,0,0,0,1,Athletics,ARU,F
2,2000,0,0,0,0,1,Athletics,ARU,F
0,1992,0,0,0,0,1,Athletics,ARU,M
1,1996,0,0,0,0,1,Athletics,ARU,M
2,2000,0,0,0,0,1,Athletics,ARU,M
3,2004,0,0,0,0,1,Athletics,ARU,M
0,1996,0,0,0,0,1,Athletics,ASA,F
1,2000,0,0,0,0,1,Athletics,ASA,F
2,2004,0,0,0,0,1,Athletics,ASA,F
3,2016,0,0,0,0,1,Athletics,ASA,F
4,2024,0,0,0,0,1,Athletics,ASA,F
0,1988,0,0,0,0,1,Athletics,ASA,M
1,1996,0,0,0,0,1,Athletics,ASA,M
2,2000,0,0,0,0,1,Athletics,ASA,M
3,2004,0,0,0,0,1,Athletics,ASA,M
4,2008,0,0,0,0,1,Athletics,ASA,M
5,2012,0,0,0,0,1,Athletics,ASA,M
6,2016,0,0,0,0,1,Athletics,ASA,M
7,2020,0,0,0,0,1,Athletics,ASA,M
0,1928,0,0,0,0,2,Athletics,AUS,F
1,1932,0,0,0,0,1,Athletics,AUS,F
2,1936,0,0,0,0,1,Athletics,AUS,F
3,1948,6,0,4,2,7,Athletics,AUS,F
4,1952,4,3,0,1,7,Athletics,AUS,F
5,1956,10,7,0,3,18,Athletics,AUS,F
6,1960,1,0,1,0,17,Athletics,AUS,F
7,1964,5,1,1,3,13,Athletics,AUS,F
8,1968,4,1,2,1,11,Athletics,AUS,F
9,1972,2,0,2,0,22,Athletics,AUS,F
10,1976,0,0,0,0,22,Athletics,AUS,F
11,1980,0,0,0,0,9,Athletics,AUS,F
12,1984,2,1,0,1,11,Athletics,AUS,F
13,1988,2,1,1,0,13,Athletics,AUS,F
14,1992,1,0,0,1,25,Athletics,AUS,F
15,1996,2,0,2,0,30,Athletics,AUS,F
16,2000,2,1,1,0,49,Athletics,AUS,F
17,2004,1,0,0,1,16,Athletics,AUS,F
18,2008,1,0,1,0,17,Athletics,AUS,F
19,2012,1,1,0,0,18,Athletics,AUS,F
